iter	RMSE
1666	6386.120658
1667	6380.751658
1668	6380.162085
1669	6375.935547
1670	6371.648128
1671	6366.113921
1672	6360.283146
1673	6357.382876
1674	6351.646879
1675	6347.44023
1676	6342.951316
1677	6339.520317
1678	6335.578091
1679	6332.139491
1680	6331.515998
1681	6331.369457
1682	6326.668238
1683	6322.503331
1684	6319.649372
1685	6313.683561
1686	6310.53933
1687	6309.108741
1688	6304.738296
1689	6301.224006
1690	6299.369282
1691	6295.884302
1692	6294.232543
1693	6290.329715
1694	6286.698856
1695	6286.5326
1696	6282.137913
1697	6278.95063
1698	6278.788624
1699	6276.953154
1700	6270.505082
1701	6265.178939
1702	6259.786119
1703	6255.967288
1704	6255.381937
1705	6254.785141
1706	6250.981301
1707	6246.310933
1708	6242.025147
1709	6237.79111
1710	6235.392154
1711	6231.462924
1712	6222.667907
1713	6218.938782
1714	6215.037351
1715	6212.314263
1716	6208.678168
1717	6202.594291
1718	6201.89848
1719	6200.931866
1720	6196.297648
1721	6190.304205
1722	6186.025796
1723	6180.143667
1724	6176.050835
1725	6169.248846
1726	6163.188758
1727	6157.615342
1728	6155.531658
1729	6150.369622
1730	6146.081253
1731	6140.798739
1732	6135.842564
1733	6133.710863
1734	6129.520688
1735	6125.756239
1736	6123.701971
1737	6115.385626
1738	6109.237994
1739	6103.516757
1740	6099.417255
1741	6094.208195
1742	6091.348719
1743	6090.530894
1744	6088.849555
1745	6082.460579
1746	6081.039513
1747	6076.643326
1748	6073.052661
1749	6067.463405
1750	6063.577527
1751	6059.552286
1752	6053.92066
1753	6049.279719
1754	6048.270439
1755	6043.820564
1756	6039.515213
1757	6037.109713
1758	6036.211851
1759	6035.19212
1760	6032.167846
1761	6028.600145
1762	6027.983313
1763	6023.703852
1764	6022.198931
1765	6021.361874
1766	6016.932649
1767	6012.769957
1768	6009.026505
1769	6004.055509
1770	5998.047763
1771	5995.088202
1772	5990.804691
1773	5987.747194
1774	5983.592007
1775	5976.961484
1776	5976.44301
1777	5972.729062
1778	5968.487663
1779	5965.330041
1780	5960.672803
1781	5957.381216
1782	5954.71078
1783	5949.397975
1784	5946.732924
1785	5941.968549
1786	5937.837101
1787	5933.862591
1788	5929.400617
1789	5928.225313
1790	5921.989104
1791	5917.260903
1792	5913.412167
1793	5907.922314
1794	5903.479021
1795	5899.981674
1796	5896.628848
1797	5889.805535
1798	5886.322959
1799	5881.008392
1800	5879.139091
1801	5877.902285
1802	5873.839976
1803	5869.20398
1804	5864.475919
1805	5861.677501
1806	5857.053434
1807	5851.25646
1808	5850.581307
1809	5845.421836
1810	5843.923184
1811	5839.299422
1812	5835.512152
1813	5829.754417
1814	5824.765982
1815	5819.960016
1816	5819.833398
1817	5819.148321
1818	5815.413067
1819	5808.01031
1820	5807.853736
1821	5803.276411
1822	5802.602209
1823	5797.323308
1824	5795.489038
1825	5792.399955
1826	5791.088405
1827	5788.273299
1828	5782.37578
1829	5780.417632
1830	5776.499669
1831	5772.902674
1832	5770.385304
1833	5768.812043
1834	5766.649677
1835	5763.944402
1836	5760.591512
1837	5760.464283
1838	5754.73358
1839	5752.832356
1840	5750.288552
1841	5749.165679
1842	5744.199826
1843	5739.973429
1844	5739.398876
1845	5734.997409
1846	5734.857096
1847	5732.714727
1848	5729.349315
1849	5728.819447
1850	5724.193638
1851	5720.524357
1852	5716.016829
1853	5713.954205
1854	5709.671537
1855	5705.60223
1856	5701.694981
1857	5697.26276
1858	5695.658178
1859	5690.577352
1860	5688.487382
1861	5688.36573
1862	5683.628684
1863	5677.81926
1864	5672.015752
1865	5671.169734
1866	5667.182832
1867	5663.299128
1868	5663.154237
1869	5662.334696
1870	5659.28428
1871	5655.603409
1872	5652.783552
1873	5648.445277
1874	5643.6473
1875	5638.985376
1876	5635.460649
1877	5633.750158
1878	5628.762387
1879	5625.018098
1880	5621.722741
1881	5617.065501
1882	5616.554068
1883	5614.839051
1884	5610.529572
1885	5607.644172
1886	5607.210716
1887	5607.124261
1888	5603.320271
1889	5600.509836
1890	5596.208783
1891	5591.975871
1892	5589.25416
1893	5588.328447
1894	5584.411337
1895	5580.441602
1896	5576.430108
1897	5571.281466
1898	5569.111835
1899	5564.696285
1900	5562.11571
1901	5557.797158
1902	5556.819408
1903	5555.276748
1904	5552.816857
1905	5547.097358
1906	5543.241243
1907	5539.051629
1908	5531.843192
1909	5527.959388
1910	5524.408257
1911	5522.011423
1912	5518.738666
1913	5514.105875
1914	5508.064542
1915	5505.599947
1916	5503.804511
1917	5502.186467
1918	5498.781478
1919	5495.220751
1920	5490.507566
1921	5488.145824
1922	5484.189168
1923	5482.206417
1924	5476.798669
1925	5474.509122
1926	5470.930668
1927	5468.047312
1928	5466.041412
1929	5462.0093
1930	5458.438558
1931	5452.15098
1932	5447.816766
1933	5445.435089
1934	5444.208028
1935	5442.714776
1936	5438.343089
1937	5435.501554
1938	5435.373657
1939	5433.476175
1940	5432.533657
1941	5428.642317
1942	5425.477101
1943	5423.439658
1944	5420.377769
1945	5418.01138
1946	5415.749468
1947	5414.706579
1948	5414.074391
1949	5411.116223
1950	5406.609731
1951	5402.065702
1952	5399.835063
1953	5397.271927
1954	5395.59112
1955	5395.440578
1956	5394.268117
1957	5391.225933
1958	5387.826745
1959	5383.933473
1960	5376.354651
1961	5374.239905
1962	5369.124484
1963	5364.632121
1964	5359.390159
1965	5356.158155
1966	5351.19738
1967	5348.827578
1968	5346.357529
1969	5338.990728
1970	5334.739295
1971	5331.178339
1972	5330.079962
1973	5327.241125
1974	5321.164182
1975	5317.029977
1976	5314.063912
1977	5313.950979
1978	5311.167758
1979	5310.14303
1980	5304.997619
1981	5302.625059
1982	5302.350643
1983	5300.242368
1984	5298.522549
1985	5295.505667
1986	5290.596801
1987	5290.467993
1988	5287.131237
1989	5283.557357
1990	5281.739295
1991	5281.647545
1992	5278.900583
1993	5275.620972
1994	5273.706017
1995	5270.899499
1996	5267.408737
1997	5264.458668
1998	5261.129264
1999	5258.088166
